time_step,reward,all_rewards,grid_import_Building_1_kwh,export_Building_1_kwh,grid_import_kwh,export_kwh,net_grid_balance_kwh,cumulative_grid_import_kwh,cumulative_export_kwh,cumulative_net_grid_balance_kwh
0,-2.1513108490790085,-2.1513108490790085,2.033644199371338,0.0,2.033644199371338,0.0,2.033644199371338,2.033644199371338,0.0,2.033644199371338
1,-0.8952465564901557,-3.046557405569164,0.8462807536125183,0.0,0.8462807536125183,0.0,0.8462807536125183,2.879924952983856,0.0,2.879924952983856
2,-0.7669340216387459,-3.81349142720791,0.7249863147735596,0.0,0.7249863147735596,0.0,0.7249863147735596,3.6049112677574158,0.0,3.6049112677574158
3,-0.6694115189797603,-4.48290294618767,0.6327978372573853,0.0,0.6327978372573853,0.0,0.6327978372573853,4.237709105014801,0.0,4.237709105014801
4,-0.6422855811373873,-5.125188527325057,0.6071555614471436,0.0,0.6071555614471436,0.0,0.6071555614471436,4.844864666461945,0.0,4.844864666461945
5,-1.0585253373504262,-6.183713864675483,1.00062894821167,0.0,1.00062894821167,0.0,1.00062894821167,5.8454936146736145,0.0,5.8454936146736145
6,-3.456686344485388,-9.640400209160871,3.2676217555999756,0.0,3.2676217555999756,0.0,3.2676217555999756,9.11311537027359,0.0,9.11311537027359
7,-0.565379891703639,-10.20578010086451,0.5342340469360352,0.0,0.5342340469360352,0.0,0.5342340469360352,9.647349417209625,0.0,9.647349417209625
8,-3.3489360985296024,-13.554716199394113,3.1644487380981445,0.0,3.1644487380981445,0.0,3.1644487380981445,12.81179815530777,0.0,12.81179815530777
9,-0.5107722327764056,-14.065488432170518,0.48263463377952576,0.0,0.48263463377952576,0.0,0.48263463377952576,13.294432789087296,0.0,13.294432789087296
10,0.0,-14.065488432170518,0.0,0.3569531738758087,0.0,0.3569531738758087,-0.3569531738758087,13.294432789087296,0.3569531738758087,12.937479615211487
11,-1.9232177664141932,-15.988706198584712,1.8172708749771118,0.0,1.8172708749771118,0.0,1.8172708749771118,15.111703664064407,0.3569531738758087,14.754750490188599
12,-0.2814852832758613,-16.27019148186057,0.26597872376441956,0.0,0.26597872376441956,0.0,0.26597872376441956,15.377682387828827,0.3569531738758087,15.020729213953018
13,-0.23141820402539076,-16.501609685885963,0.21866975724697113,0.0,0.21866975724697113,0.0,0.21866975724697113,15.596352145075798,0.3569531738758087,15.23939897119999
14,-1.0000780376310097,-17.501687723516973,0.9449853897094727,0.0,0.9449853897094727,0.0,0.9449853897094727,16.54133753478527,0.3569531738758087,16.184384360909462
15,-6.699367429358148,-24.20105515287512,5.995818138122559,0.0,5.995818138122559,0.0,5.995818138122559,22.53715567290783,0.3569531738758087,22.18020249903202
16,-3.565374909664527,-27.766430062539648,3.190948963165283,0.0,3.190948963165283,0.0,3.190948963165283,25.728104636073112,0.3569531738758087,25.371151462197304
17,-1.3567477732365774,-29.123177835776225,1.2142658233642578,0.0,1.2142658233642578,0.0,1.2142658233642578,26.94237045943737,0.3569531738758087,26.58541728556156
18,0.0,-29.123177835776225,0.0,0.24069392681121826,0.0,0.24069392681121826,-0.24069392681121826,26.94237045943737,0.597647100687027,26.344723358750343
19,-1.9970622734188228,-31.12024010919505,1.8870474100112915,0.0,1.8870474100112915,0.0,1.8870474100112915,28.829417869448662,0.597647100687027,28.231770768761635
20,-3.351539519597017,-34.47177962879206,3.1669087409973145,0.0,3.1669087409973145,0.0,3.1669087409973145,31.996326610445976,0.597647100687027,31.39867950975895
21,-1.9297020965180391,-36.401481725310106,1.8233979940414429,0.0,1.8233979940414429,0.0,1.8233979940414429,33.81972460448742,0.597647100687027,33.22207750380039
22,-1.3785423730615918,-37.7800240983717,1.3031425476074219,0.0,1.3031425476074219,0.0,1.3031425476074219,35.12286715209484,0.597647100687027,34.525220051407814
23,-2.159909563172815,-39.939933661544515,2.0417726039886475,0.0,2.0417726039886475,0.0,2.0417726039886475,37.16463975608349,0.597647100687027,36.56699265539646
24,-1.9948917073307206,-41.93482536887524,1.8857804536819458,0.0,1.8857804536819458,0.0,1.8857804536819458,39.050420209765434,0.597647100687027,38.45277310907841
25,-1.1906160931505276,-43.12544146202576,1.1254949569702148,0.0,1.1254949569702148,0.0,1.1254949569702148,40.17591516673565,0.597647100687027,39.57826806604862
26,-0.7874404906532364,-43.912881952679,0.7443711757659912,0.0,0.7443711757659912,0.0,0.7443711757659912,40.92028634250164,0.597647100687027,40.32263924181461
27,-0.7096887502944118,-44.62257070297341,0.6708720922470093,0.0,0.6708720922470093,0.0,0.6708720922470093,41.59115843474865,0.597647100687027,40.99351133406162
28,-1.8124852454849485,-46.43505594845836,1.713350772857666,0.0,1.713350772857666,0.0,1.713350772857666,43.304509207606316,0.597647100687027,42.70686210691929
29,-1.8534471102847037,-48.28850305874307,1.7520722150802612,0.0,1.7520722150802612,0.0,1.7520722150802612,45.05658142268658,0.597647100687027,44.45893432199955
30,-3.623989380541806,-51.912492439284875,3.425774097442627,0.0,3.425774097442627,0.0,3.425774097442627,48.482355520129204,0.597647100687027,47.88470841944218
31,0.0,-51.912492439284875,0.0,0.9460260272026062,0.0,0.9460260272026062,-0.9460260272026062,48.482355520129204,1.5436731278896332,46.93868239223957
32,0.0,-51.912492439284875,0.0,0.24543213844299316,0.0,0.24543213844299316,-0.24543213844299316,48.482355520129204,1.7891052663326263,46.69325025379658
33,0.0,-51.912492439284875,0.0,0.06934329122304916,0.0,0.06934329122304916,-0.06934329122304916,48.482355520129204,1.8584485575556755,46.62390696257353
34,-0.8663812914524813,-52.77887373073736,0.8189942836761475,0.0,0.8189942836761475,0.0,0.8189942836761475,49.30134980380535,1.8584485575556755,47.442901246249676
35,-1.5461302842410247,-54.32500401497838,1.4615641832351685,0.0,1.4615641832351685,0.0,1.4615641832351685,50.76291398704052,1.8584485575556755,48.904465429484844
36,-7.055131796223433,-61.38013581120182,6.669249057769775,0.0,6.669249057769775,0.0,6.669249057769775,57.432163044810295,1.8584485575556755,55.57371448725462
37,-4.383625605204507,-65.76376141640633,4.143861770629883,0.0,4.143861770629883,0.0,4.143861770629883,61.57602481544018,1.8584485575556755,59.7175762578845
38,-2.2926696935426216,-68.05643110994895,2.167271375656128,0.0,2.167271375656128,0.0,2.167271375656128,63.743296191096306,1.8584485575556755,61.88484763354063
39,-2.2920918724653063,-70.34852298241425,2.1667251586914062,0.0,2.1667251586914062,0.0,2.1667251586914062,65.91002134978771,1.8584485575556755,64.05157279223204
40,-3.2996779059465515,-73.6482008883608,3.1192009449005127,0.0,3.1192009449005127,0.0,3.1192009449005127,69.02922229468822,1.8584485575556755,67.17077373713255
41,-2.8907931991689857,-76.53899408752979,2.732680320739746,0.0,2.732680320739746,0.0,2.732680320739746,71.76190261542797,1.8584485575556755,69.9034540578723
42,-3.7356490791572368,-80.27464316668703,3.5313265323638916,0.0,3.5313265323638916,0.0,3.5313265323638916,75.29322914779186,1.8584485575556755,73.43478059023619
43,-2.496515940376959,-82.771159107064,2.3599681854248047,0.0,2.3599681854248047,0.0,2.3599681854248047,77.65319733321667,1.8584485575556755,75.79474877566099
44,-4.211744390101635,-86.98290349716562,3.98138165473938,0.0,3.98138165473938,0.0,3.98138165473938,81.63457898795605,1.8584485575556755,79.77613043040037
45,-3.0998842252712286,-90.08278772243685,2.93033504486084,0.0,2.93033504486084,0.0,2.93033504486084,84.56491403281689,1.8584485575556755,82.70646547526121
46,-3.644909731873134,-93.72769745430998,3.4455502033233643,0.0,3.4455502033233643,0.0,3.4455502033233643,88.01046423614025,1.8584485575556755,86.15201567858458
47,-2.931816225737073,-96.65951368004704,2.7714595794677734,0.0,2.7714595794677734,0.0,2.7714595794677734,90.78192381560802,1.8584485575556755,88.92347525805235
48,-2.111726195974007,-98.77123987602104,1.9962246417999268,0.0,1.9962246417999268,0.0,1.9962246417999268,92.77814845740795,1.8584485575556755,90.91969989985228
49,-1.6895876709454942,-100.46082754696654,1.597175121307373,0.0,1.597175121307373,0.0,1.597175121307373,94.37532357871532,1.8584485575556755,92.51687502115965
50,-1.423235231836347,-101.88406277880289,1.3453909158706665,0.0,1.3453909158706665,0.0,1.3453909158706665,95.72071449458599,1.8584485575556755,93.86226593703032
51,-1.2350330303807247,-103.1190958091836,1.1674824953079224,0.0,1.1674824953079224,0.0,1.1674824953079224,96.88819698989391,1.8584485575556755,95.02974843233824
52,-1.147439037376499,-104.2665348465601,1.0846794843673706,0.0,1.0846794843673706,0.0,1.0846794843673706,97.97287647426128,1.8584485575556755,96.11442791670561
53,-1.1169573992138817,-105.383492245774,1.0558650493621826,0.0,1.0558650493621826,0.0,1.0558650493621826,99.02874152362347,1.8584485575556755,97.17029296606779
54,-1.0354999492811923,-106.41899219505518,0.9788629412651062,0.0,0.9788629412651062,0.0,0.9788629412651062,100.00760446488857,1.8584485575556755,98.1491559073329
55,-1.3553436512798371,-107.77433584633502,1.2812126874923706,0.0,1.2812126874923706,0.0,1.2812126874923706,101.28881715238094,1.8584485575556755,99.43036859482527
56,-1.933040891777606,-109.70737673811263,1.8273125886917114,0.0,1.8273125886917114,0.0,1.8273125886917114,103.11612974107265,1.8584485575556755,101.25768118351698
57,0.0,-109.70737673811263,0.0,0.11763478070497513,0.0,0.11763478070497513,-0.11763478070497513,103.11612974107265,1.9760833382606506,101.140046402812
58,-1.4538612622149238,-111.16123800032756,1.3743418455123901,0.0,1.3743418455123901,0.0,1.3743418455123901,104.49047158658504,1.9760833382606506,102.5143882483244
59,0.0,-111.16123800032756,0.0,2.2575290203094482,0.0,2.2575290203094482,-2.2575290203094482,104.49047158658504,4.233612358570099,100.25685922801495
60,0.0,-111.16123800032756,0.0,0.7671067714691162,0.0,0.7671067714691162,-0.7671067714691162,104.49047158658504,5.000719130039215,99.48975245654583
61,0.0,-111.16123800032756,0.0,0.321042537689209,0.0,0.321042537689209,-0.321042537689209,104.49047158658504,5.321761667728424,99.16870991885662
62,0.0,-111.16123800032756,0.0,0.06118175759911537,0.0,0.06118175759911537,-0.06118175759911537,104.49047158658504,5.382943425327539,99.1075281612575
63,-2.98587087048229,-114.14710887080984,2.8225576877593994,0.0,2.8225576877593994,0.0,2.8225576877593994,107.31302927434444,5.382943425327539,101.9300858490169
64,-3.3880202163389894,-117.53512908714883,3.202711343765259,0.0,3.202711343765259,0.0,3.202711343765259,110.5157406181097,5.382943425327539,105.13279719278216
65,-2.28380010217381,-119.81892918932265,2.1588869094848633,0.0,2.1588869094848633,0.0,2.1588869094848633,112.67462752759457,5.382943425327539,107.29168410226703
66,-1.7475464542181238,-121.56647564354077,1.6519638299942017,0.0,1.6519638299942017,0.0,1.6519638299942017,114.32659135758877,5.382943425327539,108.94364793226123
67,-1.3559150409134721,-122.92239068445424,1.2817528247833252,0.0,1.2817528247833252,0.0,1.2817528247833252,115.6083441823721,5.382943425327539,110.22540075704455
68,-1.0200946870124503,-123.94248537146669,0.964300274848938,0.0,0.964300274848938,0.0,0.964300274848938,116.57264445722103,5.382943425327539,111.18970103189349
69,-1.6290438256336053,-125.57152919710029,1.539942741394043,0.0,1.539942741394043,0.0,1.539942741394043,118.11258719861507,5.382943425327539,112.72964377328753
70,-0.7162824933475731,-126.28781169044787,0.677105188369751,0.0,0.677105188369751,0.0,0.677105188369751,118.78969238698483,5.382943425327539,113.40674896165729
71,-1.0791205855090524,-127.36693227595691,1.0200977325439453,0.0,1.0200977325439453,0.0,1.0200977325439453,119.80979011952877,5.382943425327539,114.42684669420123
72,-0.7303415661793136,-128.09727384213622,0.6903952956199646,0.0,0.6903952956199646,0.0,0.6903952956199646,120.50018541514874,5.382943425327539,115.1172419898212
73,-0.6870802080503777,-128.7843540501866,0.6495001316070557,0.0,0.6495001316070557,0.0,0.6495001316070557,121.14968554675579,5.382943425327539,115.76674212142825
74,-0.5988725796550094,-129.38322662984163,0.5661170482635498,0.0,0.5661170482635498,0.0,0.5661170482635498,121.71580259501934,5.382943425327539,116.3328591696918
75,-0.47840965334207597,-129.8616362831837,0.4522428810596466,0.0,0.4522428810596466,0.0,0.4522428810596466,122.16804547607899,5.382943425327539,116.78510205075145
76,-0.4288546861983923,-130.29049096938212,0.40539833903312683,0.0,0.40539833903312683,0.0,0.40539833903312683,122.57344381511211,5.382943425327539,117.19050038978457
77,-1.4747069583568648,-131.765197927739,1.3940473794937134,0.0,1.3940473794937134,0.0,1.3940473794937134,123.96749119460583,5.382943425327539,118.58454776927829
78,-0.38071520414469673,-132.1459131318837,0.3598918616771698,0.0,0.3598918616771698,0.0,0.3598918616771698,124.327383056283,5.382943425327539,118.94443963095546
79,-2.628299912216508,-134.7742130441002,2.483511209487915,0.0,2.483511209487915,0.0,2.483511209487915,126.81089426577091,5.382943425327539,121.42795084044337
80,0.0,-134.7742130441002,0.0,1.0746955871582031,0.0,1.0746955871582031,-1.0746955871582031,126.81089426577091,6.457639012485743,120.35325525328517
81,-0.18825510765804127,-134.96246815175826,0.17788444459438324,0.0,0.17788444459438324,0.0,0.17788444459438324,126.9887787103653,6.457639012485743,120.53113969787955
82,-0.14665518674794115,-135.1091233385062,0.1385761946439743,0.0,0.1385761946439743,0.0,0.1385761946439743,127.12735490500927,6.457639012485743,120.66971589252353
83,-0.07951575689177409,-135.18863909539797,0.07513536512851715,0.0,0.07513536512851715,0.0,0.07513536512851715,127.20249027013779,6.457639012485743,120.74485125765204
84,-0.0066409863081495005,-135.19528008170613,0.006275145336985588,0.0,0.006275145336985588,0.0,0.006275145336985588,127.20876541547477,6.457639012485743,120.75112640298903
85,-0.08910400522895243,-135.2843840869351,0.08419541269540787,0.0,0.08419541269540787,0.0,0.08419541269540787,127.29296082817018,6.457639012485743,120.83532181568444
