time_step,reward,all_rewards,grid_import_Building_1_kwh,export_Building_1_kwh,grid_import_kwh,export_kwh,net_grid_balance_kwh,cumulative_grid_import_kwh,cumulative_export_kwh,cumulative_net_grid_balance_kwh
0,-1.016822099685669,-1.016822099685669,2.033644199371338,0.0,2.033644199371338,0.0,2.033644199371338,2.033644199371338,0.0,2.033644199371338
1,-0.42314037680625916,-1.439962476491928,0.8462807536125183,0.0,0.8462807536125183,0.0,0.8462807536125183,2.879924952983856,0.0,2.879924952983856
2,-0.3624931573867798,-1.8024556338787079,0.7249863147735596,0.0,0.7249863147735596,0.0,0.7249863147735596,3.6049112677574158,0.0,3.6049112677574158
3,-0.3163989186286926,-2.1188545525074005,0.6327978372573853,0.0,0.6327978372573853,0.0,0.6327978372573853,4.237709105014801,0.0,4.237709105014801
4,-0.3035777807235718,-2.4224323332309723,0.6071555614471436,0.0,0.6071555614471436,0.0,0.6071555614471436,4.844864666461945,0.0,4.844864666461945
5,-0.500314474105835,-2.9227468073368073,1.00062894821167,0.0,1.00062894821167,0.0,1.00062894821167,5.8454936146736145,0.0,5.8454936146736145
6,-0.8038108348846436,-3.726557642221451,1.607621669769287,0.0,1.607621669769287,0.0,1.607621669769287,7.453115284442902,0.0,7.453115284442902
7,-0.5342340469360352,-4.260791689157486,0.5342340469360352,0.0,0.5342340469360352,0.0,0.5342340469360352,7.987349331378937,0.0,7.987349331378937
8,-4.653266429901123,-8.914058119058609,4.653266429901123,0.0,4.653266429901123,0.0,4.653266429901123,12.64061576128006,0.0,12.64061576128006
9,-0.48263463377952576,-9.396692752838135,0.48263463377952576,0.0,0.48263463377952576,0.0,0.48263463377952576,13.123250395059586,0.0,13.123250395059586
10,0.0,-9.396692752838135,0.0,0.3569531738758087,0.0,0.3569531738758087,-0.3569531738758087,13.123250395059586,0.3569531738758087,12.766297221183777
11,-1.8172708749771118,-11.213963627815247,1.8172708749771118,0.0,1.8172708749771118,0.0,1.8172708749771118,14.940521270036697,0.3569531738758087,14.583568096160889
12,-0.26597872376441956,-11.479942351579666,0.26597872376441956,0.0,0.26597872376441956,0.0,0.26597872376441956,15.206499993801117,0.3569531738758087,14.849546819925308
13,-1.8786697387695312,-13.358612090349197,1.8786697387695312,0.0,1.8786697387695312,0.0,1.8786697387695312,17.085169732570648,0.3569531738758087,16.72821655869484
14,-0.9449853897094727,-14.30359748005867,0.9449853897094727,0.0,0.9449853897094727,0.0,0.9449853897094727,18.03015512228012,0.3569531738758087,17.673201948404312
15,-1.3354136943817139,-15.639011174440384,1.3354136943817139,0.0,1.3354136943817139,0.0,1.3354136943817139,19.365568816661835,0.3569531738758087,19.008615642786026
16,-3.0119199752807617,-18.650931149721146,3.0119199752807617,0.0,3.0119199752807617,0.0,3.0119199752807617,22.377488791942596,0.3569531738758087,22.020535618066788
17,-6.418968200683594,-25.06989935040474,2.1396560668945312,0.0,2.1396560668945312,0.0,2.1396560668945312,24.517144858837128,0.3569531738758087,24.16019168496132
18,-4.257918357849121,-29.32781770825386,1.4193060398101807,0.0,1.4193060398101807,0.0,1.4193060398101807,25.93645089864731,0.3569531738758087,25.5794977247715
19,-7.008692264556885,-36.336509972810745,2.336230754852295,0.0,2.336230754852295,0.0,2.336230754852295,28.272681653499603,0.3569531738758087,27.915728479623795
20,-9.500726699829102,-45.83723667263985,3.1669087409973145,0.0,3.1669087409973145,0.0,3.1669087409973145,31.439590394496918,0.3569531738758087,31.08263722062111
21,-5.470193862915039,-51.307430535554886,1.8233979940414429,0.0,1.8233979940414429,0.0,1.8233979940414429,33.26298838853836,0.3569531738758087,32.90603521466255
22,-0.6515712738037109,-51.9590018093586,1.3031425476074219,0.0,1.3031425476074219,0.0,1.3031425476074219,34.56613093614578,0.3569531738758087,34.209177762269974
23,-1.0208863019943237,-52.97988811135292,2.0417726039886475,0.0,2.0417726039886475,0.0,2.0417726039886475,36.60790354013443,0.3569531738758087,36.25095036625862
24,-0.9428902268409729,-53.92277833819389,1.8857804536819458,0.0,1.8857804536819458,0.0,1.8857804536819458,38.493683993816376,0.3569531738758087,38.13673081994057
25,-0.5627474784851074,-54.485525816679,1.1254949569702148,0.0,1.1254949569702148,0.0,1.1254949569702148,39.61917895078659,0.3569531738758087,39.26222577691078
26,-0.3721855878829956,-54.857711404562,0.7443711757659912,0.0,0.7443711757659912,0.0,0.7443711757659912,40.36355012655258,0.3569531738758087,40.00659695267677
27,-0.33543604612350464,-55.1931474506855,0.6708720922470093,0.0,0.6708720922470093,0.0,0.6708720922470093,41.03442221879959,0.3569531738758087,40.67746904492378
28,-0.856675386428833,-56.049822837114334,1.713350772857666,0.0,1.713350772857666,0.0,1.713350772857666,42.74777299165726,0.3569531738758087,42.39081981778145
