time_step,hour,occupant_count,cooling_delta_before_action,action_value,reward,net_consumption_kwh,grid_import_kwh,indoor_temperature,cooling_setpoint,cooling_delta_after_step,cumulative_grid_import_kwh
0,1.0,3.0,-0.12356948852539062,0.5,-2.033644199371338,2.033644199371338,2.033644199371338,23.098651885986328,23.22222137451172,0.0,2.033644199371338
1,2.0,3.0,0.012521743774414062,0.5,-0.8462807536125183,0.8462807536125183,0.8462807536125183,22.234743118286133,22.22222137451172,0.012521743774414062,2.879924952983856
2,3.0,3.0,0.0008392333984375,0.5,-0.7249863147735596,0.7249863147735596,0.7249863147735596,22.223060607910156,22.22222137451172,0.0008392333984375,3.6049112677574158
3,4.0,3.0,2.86102294921875e-05,0.5,-0.6327978372573853,0.6327978372573853,0.6327978372573853,22.22224998474121,22.22222137451172,2.86102294921875e-05,4.237709105014801
4,5.0,3.0,1.52587890625e-05,0.5,-0.6071555614471436,0.6071555614471436,0.6071555614471436,22.22223663330078,22.22222137451172,1.52587890625e-05,4.844864666461945
5,6.0,3.0,1.52587890625e-05,0.5,-1.00062894821167,1.00062894821167,1.00062894821167,22.22223663330078,22.22222137451172,1.52587890625e-05,5.8454936146736145
6,7.0,2.0,9.5367431640625e-06,0.5,-1.607621669769287,1.607621669769287,1.607621669769287,22.222230911254883,22.22222137451172,9.5367431640625e-06,7.453115284442902
7,8.0,2.0,-0.0007781982421875,0.5,-0.5342340469360352,0.5342340469360352,0.5342340469360352,22.332555770874023,22.33333396911621,0.0,7.987349331378937
8,9.0,2.0,-0.0059814453125,0.5,-4.653266429901123,4.653266429901123,4.653266429901123,22.77179718017578,22.77777862548828,0.0,12.64061576128006
9,10.0,1.0,-0.06654548645019531,0.5,-0.48263463377952576,0.48263463377952576,0.48263463377952576,23.266788482666016,23.33333396911621,0.0,13.123250395059586
10,11.0,1.0,-0.03755378723144531,0.5,0.0,-0.3569531738758087,0.0,24.406890869140625,24.44444465637207,0.0,13.123250395059586
11,12.0,1.0,-0.000125885009765625,0.5,-1.8172708749771118,1.8172708749771118,1.8172708749771118,24.444318771362305,24.44444465637207,0.0,14.940521270036697
12,13.0,1.0,5.7220458984375e-06,0.5,-0.26597872376441956,0.26597872376441956,0.26597872376441956,24.659706115722656,24.44444465637207,0.21526145935058594,15.206499993801117
13,14.0,0.0,7.62939453125e-06,0.5,-0.7617638111114502,0.7617638111114502,0.7617638111114502,23.508148193359375,24.44444465637207,0.0,15.968263804912567
14,15.0,0.0,1.33514404296875e-05,0.5,-1.1042695045471191,1.1042695045471191,1.1042695045471191,23.907987594604492,24.44444465637207,0.0,17.072533309459686
15,16.0,1.0,9.5367431640625e-06,0.5,-2.219130277633667,2.219130277633667,2.219130277633667,24.11705780029297,24.44444465637207,0.0,19.291663587093353
16,17.0,0.0,0.02606964111328125,0.5,-1.8851795196533203,1.8851795196533203,1.8851795196533203,24.137744903564453,23.55555534362793,0.5821895599365234,21.176843106746674
