time_step,hour,occupant_count,cooling_delta_before_action,action_value,reward,net_consumption_kwh,grid_import_kwh,indoor_temperature,cooling_setpoint,cooling_delta_after_step,cumulative_grid_import_kwh
0,1.0,3.0,-0.12356948852539062,0.7,-2.033644199371338,2.033644199371338,2.033644199371338,23.098651885986328,23.22222137451172,0.0,2.033644199371338
1,2.0,3.0,0.012521743774414062,0.7,-0.8462807536125183,0.8462807536125183,0.8462807536125183,22.234743118286133,22.22222137451172,0.012521743774414062,2.879924952983856
2,3.0,3.0,0.0008392333984375,0.7,-0.7249863147735596,0.7249863147735596,0.7249863147735596,22.223060607910156,22.22222137451172,0.0008392333984375,3.6049112677574158
3,4.0,3.0,2.86102294921875e-05,0.7,-0.6327978372573853,0.6327978372573853,0.6327978372573853,22.22224998474121,22.22222137451172,2.86102294921875e-05,4.237709105014801
4,5.0,3.0,1.52587890625e-05,0.7,-0.6071555614471436,0.6071555614471436,0.6071555614471436,22.22223663330078,22.22222137451172,1.52587890625e-05,4.844864666461945
5,6.0,3.0,1.52587890625e-05,0.7,-1.00062894821167,1.00062894821167,1.00062894821167,22.22223663330078,22.22222137451172,1.52587890625e-05,5.8454936146736145
6,7.0,2.0,9.5367431640625e-06,0.7,-1.607621669769287,1.607621669769287,1.607621669769287,22.222230911254883,22.22222137451172,9.5367431640625e-06,7.453115284442902
7,8.0,2.0,-0.0007781982421875,0.7,-0.5342340469360352,0.5342340469360352,0.5342340469360352,22.332555770874023,22.33333396911621,0.0,7.987349331378937
8,9.0,2.0,-0.0059814453125,0.7,-4.653266429901123,4.653266429901123,4.653266429901123,22.77179718017578,22.77777862548828,0.0,12.64061576128006
9,10.0,1.0,-0.06654548645019531,0.7,-0.48263463377952576,0.48263463377952576,0.48263463377952576,23.266788482666016,23.33333396911621,0.0,13.123250395059586
10,11.0,1.0,-0.03755378723144531,0.7,0.0,-0.3569531738758087,0.0,24.406890869140625,24.44444465637207,0.0,13.123250395059586
11,12.0,1.0,-0.000125885009765625,0.7,-1.8172708749771118,1.8172708749771118,1.8172708749771118,24.444318771362305,24.44444465637207,0.0,14.940521270036697
12,13.0,1.0,5.7220458984375e-06,0.7,-0.26597872376441956,0.26597872376441956,0.26597872376441956,24.659706115722656,24.44444465637207,0.21526145935058594,15.206499993801117
13,14.0,0.0,7.62939453125e-06,0.7,-1.5836877822875977,1.5836877822875977,1.5836877822875977,21.912166595458984,24.44444465637207,0.0,16.790187776088715
14,15.0,0.0,1.33514404296875e-05,0.7,-1.9261934757232666,1.9261934757232666,1.9261934757232666,22.313552856445312,24.44444465637207,0.0,18.71638125181198
15,16.0,1.0,9.5367431640625e-06,0.7,-3.0410542488098145,3.0410542488098145,3.0410542488098145,22.163883209228516,24.44444465637207,0.0,21.757435500621796
16,17.0,0.0,0.02606964111328125,0.7,-2.7071034908294678,2.7071034908294678,2.7071034908294678,21.93207550048828,23.55555534362793,0.0,24.464538991451263
17,18.0,2.0,-0.023105621337890625,0.7,-3.056671380996704,3.056671380996704,3.056671380996704,21.823108673095703,25.55555534362793,0.0,27.521210372447968
18,19.0,3.0,-0.04053688049316406,0.7,-3.3392491340637207,3.3392491340637207,3.3392491340637207,21.405014038085938,26.5,0.0,30.86045950651169
19,20.0,3.0,0.06821823120117188,0.7,-3.9536423683166504,3.9536423683166504,3.9536423683166504,20.144859313964844,24.44444465637207,0.0,34.81410187482834
20,21.0,2.0,0.14877891540527344,0.7,-3.4055984020233154,3.4055984020233154,3.4055984020233154,18.774791717529297,21.66666603088379,0.0,38.219700276851654
21,22.0,2.0,-0.08307456970214844,0.7,-3.8133010864257812,3.8133010864257812,3.8133010864257812,18.095016479492188,24.44444465637207,0.0,42.033001363277435
22,23.0,2.0,0.04767417907714844,0.7,-3.298243522644043,3.298243522644043,3.298243522644043,16.515148162841797,22.83333396911621,0.0,45.33124488592148
23,24.0,2.0,0.09658622741699219,0.7,-3.2328126430511475,3.2328126430511475,3.2328126430511475,15.008793830871582,20.72222137451172,0.0,48.564057528972626
24,1.0,2.0,0.0031871795654296875,0.7,-3.2309443950653076,3.2309443950653076,3.2309443950653076,13.939923286437988,20.55555534362793,0.0,51.79500192403793
25,2.0,2.0,-0.06862258911132812,0.7,-3.2294726371765137,3.2294726371765137,3.2294726371765137,13.121969223022461,21.66666603088379,0.0,55.02447456121445
26,3.0,2.0,-0.002758026123046875,0.7,-3.228170871734619,3.228170871734619,3.228170871734619,12.404861450195312,22.22222137451172,0.0,58.252645432949066
27,4.0,2.0,-3.4332275390625e-05,0.7,-3.2268121242523193,3.2268121242523193,3.2268121242523193,11.77255630493164,22.22222137451172,0.0,61.479457557201385
28,5.0,3.0,9.5367431640625e-06,0.7,-4.231428146362305,4.231428146362305,4.231428146362305,11.527755737304688,22.22222137451172,0.0,65.71088570356369
29,6.0,3.0,-0.0002002716064453125,0.7,-4.242586135864258,4.242586135864258,4.242586135864258,11.277441024780273,22.22222137451172,0.0,69.95347183942795
30,7.0,3.0,3.814697265625e-06,0.7,-4.206879615783691,4.206879615783691,4.206879615783691,11.184916496276855,22.22222137451172,0.0,74.16035145521164
31,8.0,3.0,-0.0013408660888671875,0.7,-2.9547030925750732,2.9547030925750732,2.9547030925750732,11.246771812438965,22.33333396911621,0.0,77.11505454778671
32,9.0,2.0,-0.18526077270507812,0.7,-2.51523494720459,2.51523494720459,2.51523494720459,11.724772453308105,24.44444465637207,0.0,79.6302894949913
33,10.0,2.0,-0.000213623046875,0.7,-2.444898843765259,2.444898843765259,2.444898843765259,12.057251930236816,24.44444465637207,0.0,82.07518833875656
34,11.0,2.0,3.814697265625e-06,0.7,-2.9393880367279053,2.9393880367279053,2.9393880367279053,12.604182243347168,24.44444465637207,0.0,85.01457637548447
35,12.0,2.0,3.814697265625e-06,0.7,-3.1991991996765137,3.1991991996765137,3.1991991996765137,13.2068452835083,24.44444465637207,0.0,88.21377557516098
36,13.0,2.0,5.7220458984375e-06,0.7,-7.674103260040283,7.674103260040283,7.674103260040283,13.901479721069336,24.44444465637207,0.0,95.88787883520126
37,14.0,3.0,9.5367431640625e-06,0.7,-4.628868579864502,4.628868579864502,4.628868579864502,14.780223846435547,24.44444465637207,0.0,100.51674741506577
38,15.0,2.0,1.1444091796875e-05,0.7,-2.3623404502868652,2.3623404502868652,2.3623404502868652,15.430591583251953,24.44444465637207,0.0,102.87908786535263
39,16.0,1.0,-0.020732879638671875,0.7,-2.2216575145721436,2.2216575145721436,2.2216575145721436,15.950724601745605,24.61111068725586,0.0,105.10074537992477
40,17.0,1.0,-0.016557693481445312,0.7,-3.324479579925537,3.324479579925537,3.324479579925537,16.358734130859375,25.0,0.0,108.42522495985031
41,18.0,1.0,0.019557952880859375,0.7,-2.7309317588806152,2.7309317588806152,2.7309317588806152,16.4562931060791,24.5,0.0,111.15615671873093
42,19.0,2.0,0.0008258819580078125,0.7,-3.9858412742614746,3.9858412742614746,3.9858412742614746,16.30123519897461,24.44444465637207,0.0,115.1419979929924
43,20.0,3.0,1.33514404296875e-05,0.7,-3.6350793838500977,3.6350793838500977,3.6350793838500977,15.669290542602539,24.44444465637207,0.0,118.7770773768425
44,21.0,3.0,5.7220458984375e-06,0.7,-5.167572021484375,5.167572021484375,5.167572021484375,15.316593170166016,24.44444465637207,0.0,123.94464939832687
45,22.0,3.0,0.09901046752929688,0.7,-3.512063503265381,3.512063503265381,3.512063503265381,14.352399826049805,22.0,0.0,127.45671290159225
46,23.0,3.0,0.3535022735595703,0.7,-3.420275926589966,3.420275926589966,3.420275926589966,13.342676162719727,20.0,0.0,130.87698882818222
47,24.0,3.0,0.014959335327148438,0.7,-3.251718759536743,3.251718759536743,3.251718759536743,12.6006441116333,20.0,0.0,134.12870758771896
48,1.0,2.0,0.00324249267578125,0.7,-3.2309443950653076,3.2309443950653076,3.2309443950653076,11.763517379760742,20.0,0.0,137.35965198278427
49,2.0,2.0,0.0008907318115234375,0.7,-3.2294726371765137,3.2294726371765137,3.2294726371765137,11.123523712158203,20.0,0.0,140.58912461996078
50,3.0,2.0,0.000518798828125,0.7,-3.228170871734619,3.228170871734619,3.228170871734619,10.56252670288086,20.0,0.0,143.8172954916954
51,4.0,2.0,0.0001926422119140625,0.7,-3.211589813232422,3.211589813232422,3.211589813232422,10.149154663085938,20.0,0.0,147.02888530492783
52,5.0,3.0,8.0108642578125e-05,0.7,-3.2253408432006836,3.2253408432006836,3.2253408432006836,10.051788330078125,20.0,0.0,150.2542261481285
53,6.0,3.0,-8.58306884765625e-05,0.7,-3.225510597229004,3.225510597229004,3.225510597229004,9.93408489227295,20.0,0.0,153.4797367453575
54,7.0,3.0,9.5367431640625e-06,0.7,-3.1793172359466553,3.1793172359466553,3.1793172359466553,9.963913917541504,20.0,0.0,156.65905398130417
55,8.0,3.0,9.5367431640625e-06,0.7,-3.3964626789093018,3.3964626789093018,3.3964626789093018,10.064959526062012,20.0,0.0,160.05551666021347
56,9.0,3.0,7.62939453125e-06,0.7,-3.6715095043182373,3.6715095043182373,3.6715095043182373,10.34712028503418,20.0,0.0,163.7270261645317
57,10.0,3.0,-0.12285614013671875,0.7,-2.336372137069702,2.336372137069702,2.336372137069702,11.242324829101562,22.44444465637207,0.0,166.0633983016014
58,11.0,3.0,-0.00783538818359375,0.7,-2.0321712493896484,2.0321712493896484,2.0321712493896484,11.775039672851562,22.77777862548828,0.0,168.09556955099106
59,12.0,2.0,-0.10436058044433594,0.7,-1.8326988220214844,1.8326988220214844,1.8326988220214844,12.236655235290527,24.44444465637207,0.0,169.92826837301254
60,13.0,2.0,-0.0001430511474609375,0.7,-1.7900400161743164,1.7900400161743164,1.7900400161743164,12.327338218688965,24.44444465637207,0.0,171.71830838918686
61,14.0,2.0,3.814697265625e-06,0.7,-2.1122727394104004,2.1122727394104004,2.1122727394104004,12.654661178588867,24.44444465637207,0.0,173.83058112859726
62,15.0,2.0,0.0025634765625,0.7,-2.1937875747680664,2.1937875747680664,2.1937875747680664,12.802740097045898,24.38888931274414,0.0,176.02436870336533
63,16.0,2.0,0.028749465942382812,0.7,-4.438103675842285,4.438103675842285,4.438103675842285,12.792856216430664,23.55555534362793,0.0,180.4624723792076
64,17.0,2.0,0.024263381958007812,0.7,-3.7774658203125,3.7774658203125,3.7774658203125,12.583627700805664,22.22222137451172,0.0,184.2399381995201
65,18.0,2.0,-0.0008563995361328125,0.7,-3.020690679550171,3.020690679550171,3.020690679550171,12.498476028442383,22.55555534362793,0.0,187.26062887907028
66,19.0,3.0,-0.06433296203613281,0.7,-3.8634698390960693,3.8634698390960693,3.8634698390960693,12.662510871887207,24.44444465637207,0.0,191.12409871816635
67,20.0,3.0,1.33514404296875e-05,0.7,-3.7098960876464844,3.7098960876464844,3.7098960876464844,12.284563064575195,24.44444465637207,0.0,194.83399480581284
68,21.0,3.0,5.7220458984375e-06,0.7,-3.4874913692474365,3.4874913692474365,3.4874913692474365,12.057625770568848,24.44444465637207,0.0,198.32148617506027
69,22.0,3.0,0.09798431396484375,0.7,-3.512063503265381,3.512063503265381,3.512063503265381,11.273311614990234,22.22222137451172,0.0,201.83354967832565
70,23.0,3.0,-0.11844253540039062,0.7,-3.359259843826294,3.359259843826294,3.359259843826294,11.4503173828125,24.44444465637207,0.0,205.19280952215195
71,24.0,3.0,-0.0001239776611328125,0.7,-3.7479758262634277,3.7479758262634277,3.7479758262634277,11.00175666809082,24.44444465637207,0.0,208.94078534841537
72,1.0,3.0,0.046710968017578125,0.7,-3.236201524734497,3.236201524734497,3.236201524734497,10.72861385345459,23.22222137451172,0.0,212.17698687314987
73,2.0,3.0,-0.002513885498046875,0.7,-3.2294726371765137,3.2294726371765137,3.2294726371765137,10.726683616638184,23.55555534362793,0.0,215.40645951032639
74,3.0,3.0,-0.025876998901367188,0.7,-3.22817063331604,3.22817063331604,3.22817063331604,10.694608688354492,23.83333396911621,0.0,218.63463014364243
75,4.0,3.0,-0.017822265625,0.7,-3.211589813232422,3.211589813232422,3.211589813232422,10.757277488708496,24.11111068725586,0.0,221.84621995687485
76,5.0,3.0,-0.0019702911376953125,0.7,-3.2253408432006836,3.2253408432006836,3.2253408432006836,10.851290702819824,24.44444465637207,0.0,225.07156080007553
