time_step,reward,cumulative_reward,grid_import_Building_1_kwh,grid_import_Building_2_kwh,grid_import_Building_3_kwh,grid_import_kwh,cumulative_grid_import_kwh
0,-11.275241272531913,-11.275241272531913,2.033644199371338,0.5619984865188599,1.689454197883606,4.285096883773804,4.285096883773804
1,-4.084784255363418,-15.360025527895331,0.8462807536125183,0.18591776490211487,0.47319296002388,1.5053914785385132,5.790488362312317
2,-3.636069424442841,-18.996094952338172,0.7249863147735596,0.18461598455905914,0.4455188810825348,1.3551211804151535,7.14560954272747
3,-3.6214817619432242,-22.617576714281398,0.6327978372573853,0.1873515099287033,0.433448851108551,1.2535981982946396,8.39920774102211
4,-3.5679948672146753,-26.185571581496074,0.6071555614471436,0.20223666727542877,0.4351603388786316,1.244552567601204,9.643760308623314
5,-5.101128888516791,-31.286700470012864,1.00062894821167,0.23087537288665771,0.49980950355529785,1.7313138246536255,11.37507413327694
6,-8.166997900771698,-39.453698370784565,1.607621669769287,0.24817126989364624,1.033126950263977,2.8889198899269104,14.26399402320385
7,-5.449971592929757,-44.90366996371432,0.5342340469360352,0.3452141582965851,0.8840543627738953,1.7635025680065155,16.027496591210365
8,-28.785768794272826,-73.68943875798715,4.653266429901123,2.933849573135376,2.187143325805664,9.774259328842163,25.80175592005253
9,-33.59796320737878,-107.28740196536593,3.683434247970581,3.8730475902557373,3.6830592155456543,11.239541053771973,37.0412969738245
10,-9.804262955380205,-117.09166492074614,0.0,0.7887529134750366,2.451134204864502,3.0363456457853317,40.07764261960983
11,-6.084363966707928,-123.17602888745407,1.8255528211593628,0.0,0.4828258752822876,2.022178292274475,42.09982091188431
12,-18.068639337953087,-141.24466822540717,0.26597872376441956,0.9704316258430481,0.7307910919189453,1.967201441526413,44.06702235341072
13,-8.612347140691792,-149.85701536609895,1.7891688346862793,1.4088159799575806,1.4514431953430176,4.649428009986877,48.7164503633976
14,-4.0486603220420365,-153.90567568814097,2.2538022994995117,0.049688588827848434,0.6405751705169678,2.944066058844328,51.660516422241926
15,-38.91369314355577,-192.81936883169675,0.0,1.6209306716918945,0.115603506565094,0.833292543888092,52.49380896613002
16,-77.01571331169781,-269.8350821433946,6.069620132446289,0.8544104099273682,0.46232691407203674,7.386357456445694,59.88016642257571
17,-24.601922492455927,-294.4370046358505,4.289557456970215,2.5589439868927,2.927762746810913,9.776264190673828,69.65643061324954
18,-24.832663968607662,-319.26966860445816,2.177899122238159,3.9247846603393555,2.850938320159912,8.953622102737427,78.61005271598697
19,-15.501115541433636,-334.7707841458918,2.634598731994629,0.6525490283966064,3.0643882751464844,6.35153603553772,84.96158875152469
20,-18.372686686336035,-353.1434708322278,3.6001384258270264,1.0053881406784058,3.153836965560913,7.759363532066345,92.72095228359103
21,-31.925865203063587,-385.0693360352914,5.046186923980713,2.6334147453308105,4.740453720092773,12.420055389404297,105.14100767299533
22,-24.463621827430842,-409.53295786272224,4.531129837036133,1.3195194005966187,4.745901584625244,10.596550822257996,115.73755849525332
23,-25.23149261750632,-434.76445048022856,4.4656982421875,1.3152742385864258,4.814659118652344,10.59563159942627,126.3331900946796
24,-21.701017247340495,-456.46546772756903,4.46382999420166,1.3135948181152344,3.199782371520996,8.97720718383789,135.31039727851748
25,-8.943762156982189,-465.4092298845512,1.3801437616348267,0.7423394322395325,1.1134272813796997,3.235910475254059,138.54630775377154
26,-8.833185487654385,-474.2424153722056,1.3788419961929321,0.7318140864372253,1.1110284328460693,3.221684515476227,141.76799226924777
27,-11.531609682385636,-485.7740250545912,1.377483606338501,0.7504824995994568,1.881975531578064,4.009941637516022,145.7779339067638
28,-5.658229938509219,-491.43225499310046,1.3546943664550781,0.20223666727542877,0.4351603388786316,1.9920913726091385,147.77002527937293
29,-6.355656120635884,-497.78791111373636,1.3658525943756104,0.23087537288665771,0.49980950355529785,2.096537470817566,149.8665627501905
30,-19.528736798766477,-517.3166479125028,3.384955644607544,1.3695346117019653,1.8478237390518188,6.602313995361328,156.46887674555182
31,-15.168200897745553,-532.4848488102484,2.132779121398926,1.318664789199829,1.8807389736175537,5.332182884216309,161.80105962976813
32,-15.106964847087632,-547.591813657336,1.693311095237732,3.0001754760742188,1.8789869546890259,6.572473526000977,168.3735331557691
33,-12.22899731688136,-559.8208109742174,0.5955699682235718,5.02996826171875,0.9425197243690491,6.568057954311371,174.94159111008048
34,-5.084403295521782,-564.9052142697392,1.0900592803955078,0.0,0.6761959195137024,1.2829633355140686,176.22455444559455
35,-5.371118779654731,-570.2763330493939,1.3498703241348267,0.0,0.47950679063796997,1.1512736082077026,177.37582805380225
36,-67.88361896552979,-638.1599520149236,4.797369956970215,0.0,0.0,4.304076500236988,181.67990455403924
37,-62.61187620218038,-700.771828217104,2.7795398235321045,0.38632941246032715,0.09749579429626465,3.2633650302886963,184.94326958432794
38,-98.29551474102873,-799.0673429581327,0.5130114555358887,0.5033206343650818,0.6304232478141785,1.646755337715149,186.59002492204309
39,-117.56474077918779,-916.6320837373205,0.3723286986351013,1.335222601890564,0.44760259985923767,2.155153900384903,188.745178822428
40,-145.00625960145985,-1061.6383433387803,1.4751505851745605,0.7562760710716248,1.1825157403945923,3.4139423966407776,192.15912121906877
41,-66.16415486575193,-1127.8024982045322,0.881602942943573,2.2425780296325684,1.0610319375991821,4.1852129101753235,196.3443341292441
42,-22.64474539989096,-1150.4472436044232,4.191322326660156,1.9804716110229492,3.1579067707061768,9.329700708389282,205.67403483763337
43,-19.471885192429998,-1169.919128796853,3.8405604362487793,1.9085350036621094,2.8096578121185303,8.558753252029419,214.2327880896628
44,-22.65951348152867,-1192.5786422783817,5.373053073883057,1.8910839557647705,2.534025192260742,9.79816222190857,224.03095031157136
45,-18.435248784765463,-1211.0138910631472,3.7175443172454834,1.8856315612792969,2.7825610637664795,8.38573694229126,232.41668725386262
46,-8.726820974625996,-1219.7407120377732,1.5709470510482788,0.7563884258270264,1.3866462707519531,3.7139817476272583,236.13066900148988
47,-23.783638817079645,-1243.5243508548529,4.484604835510254,2.4415361881256104,3.204447031021118,10.130588054656982,246.26125705614686
