cost_function,value,name,level
all_time_peak_average,0.8315936625639461,District,district
annual_normalized_unserved_energy_total,0.0,District,district
carbon_emissions_total,0.43930718996110896,District,district
cost_total,0.4221799064198213,District,district
daily_one_minus_load_factor_average,1.2927943148110426,District,district
daily_peak_average,0.7181612285949688,District,district
discomfort_cold_delta_average,0.023731308513217503,District,district
discomfort_cold_delta_maximum,6.24515438079834,District,district
discomfort_cold_delta_minimum,0.0,District,district
discomfort_cold_proportion,0.0035813220014932353,District,district
discomfort_hot_delta_average,7.69753460265972,District,district
discomfort_hot_delta_maximum,14.776321411132812,District,district
discomfort_hot_delta_minimum,0.0,District,district
discomfort_hot_proportion,0.9563125377237376,District,district
discomfort_proportion,0.9598938597252307,District,district
electricity_consumption_total,0.44259459541348506,District,district
monthly_one_minus_load_factor_average,1.1242792070360104,District,district
one_minus_thermal_resilience_proportion,,District,district
power_outage_normalized_unserved_energy_total,,District,district
ramping_average,1.0093080125609601,District,district
zero_net_energy,0.3740795375507348,District,district
electricity_consumption_total,0.4060878026700386,Building_1,building
zero_net_energy,0.27963636978809453,Building_1,building
carbon_emissions_total,0.4041384121091862,Building_1,building
cost_total,0.383190991725566,Building_1,building
discomfort_proportion,0.9635343618513323,Building_1,building
discomfort_cold_proportion,0.0070126227208976155,Building_1,building
discomfort_hot_proportion,0.9565217391304348,Building_1,building
discomfort_cold_delta_minimum,0.0,Building_1,building
discomfort_cold_delta_maximum,9.239190101623535,Building_1,building
discomfort_cold_delta_average,0.044060972001817494,Building_1,building
discomfort_hot_delta_minimum,0.0,Building_1,building
discomfort_hot_delta_maximum,16.630062103271484,Building_1,building
discomfort_hot_delta_average,8.965713546011184,Building_1,building
one_minus_thermal_resilience_proportion,,Building_1,building
power_outage_normalized_unserved_energy_total,,Building_1,building
annual_normalized_unserved_energy_total,0.0,Building_1,building
electricity_consumption_total,0.4023357433482187,Building_2,building
zero_net_energy,0.3810510206017751,Building_2,building
carbon_emissions_total,0.3983597052953411,Building_2,building
cost_total,0.3931710759859109,Building_2,building
discomfort_proportion,0.9477611940298507,Building_2,building
discomfort_cold_proportion,0.0037313432835820895,Building_2,building
discomfort_hot_proportion,0.9440298507462687,Building_2,building
discomfort_cold_delta_minimum,0.0,Building_2,building
discomfort_cold_delta_maximum,8.948246002197266,Building_2,building
discomfort_cold_delta_average,0.025069366561041938,Building_2,building
discomfort_hot_delta_minimum,0.0,Building_2,building
discomfort_hot_delta_maximum,14.01750373840332,Building_2,building
discomfort_hot_delta_average,6.624156448576185,Building_2,building
one_minus_thermal_resilience_proportion,,Building_2,building
power_outage_normalized_unserved_energy_total,,Building_2,building
annual_normalized_unserved_energy_total,0.0,Building_2,building
electricity_consumption_total,0.5193602402221978,Building_3,building
zero_net_energy,0.46155122226233464,Building_3,building
carbon_emissions_total,0.5154234524787996,Building_3,building
cost_total,0.490177651547987,Building_3,building
discomfort_proportion,0.9683860232945092,Building_3,building
discomfort_cold_proportion,0.0,Building_3,building
discomfort_hot_proportion,0.9683860232945092,Building_3,building
discomfort_cold_delta_minimum,0.0,Building_3,building
discomfort_cold_delta_maximum,0.5480270385742188,Building_3,building
discomfort_cold_delta_average,0.002063586976793077,Building_3,building
discomfort_hot_delta_minimum,0.0,Building_3,building
discomfort_hot_delta_maximum,13.681398391723633,Building_3,building
discomfort_hot_delta_average,7.502733813391791,Building_3,building
one_minus_thermal_resilience_proportion,,Building_3,building
power_outage_normalized_unserved_energy_total,,Building_3,building
annual_normalized_unserved_energy_total,0.0,Building_3,building
