time_step,reward,all_rewards,grid_import_Building_1_kwh,grid_import_Building_2_kwh,grid_import_Building_3_kwh,grid_import_kwh,cumulative_grid_import_kwh
0,-4.285096645355225,-4.285096645355225,2.033644199371338,0.5619984865188599,1.689454197883606,4.285096883773804,4.285096883773804
1,-1.5053914785385132,-5.790488123893738,0.8462807536125183,0.18591776490211487,0.47319296002388,1.5053914785385132,5.790488362312317
2,-1.35512113571167,-7.145609259605408,0.7249863147735596,0.18461598455905914,0.4455188810825348,1.3551211804151535,7.14560954272747
3,-1.2535982131958008,-8.399207472801208,0.6327978372573853,0.1873515099287033,0.433448851108551,1.2535981982946396,8.39920774102211
4,-1.2445526123046875,-9.643760085105896,0.6071555614471436,0.20223666727542877,0.4351603388786316,1.244552567601204,9.643760308623314
5,-1.7313138246536255,-11.375073909759521,1.00062894821167,0.23087537288665771,0.49980950355529785,1.7313138246536255,11.37507413327694
6,-2.8889198303222656,-14.263993740081787,1.607621669769287,0.24817126989364624,1.033126950263977,2.8889198899269104,14.26399402320385
7,-1.763502597808838,-16.027496337890625,0.5342340469360352,0.3452141582965851,0.8840543627738953,1.7635025680065155,16.027496591210365
8,-17.72696304321289,-33.754459381103516,7.8539862632751465,6.1345696449279785,3.7384068965911865,17.72696280479431,33.75445939600468
9,-3.2866463661193848,-37.0411057472229,0.48263463377952576,0.6722479462623596,2.1317636966705322,3.2866462767124176,37.041105672717094
10,-1.9179718494415283,-38.95907759666443,0.0,0.6334824562072754,1.284489393234253,1.5610186755657196,38.602124348282814
11,-1.8172708749771118,-40.77634847164154,1.8172708749771118,0.0,0.0,0.6370477378368378,39.23917208611965
12,-0.706204891204834,-41.482553362846375,0.0,0.0,0.706204891204834,0.0,39.23917208611965
13,0.0,-41.482553362846375,0.0,0.0,0.0,0.0,39.23917208611965
14,0.0,-41.482553362846375,0.0,0.0,0.0,0.0,39.23917208611965
15,-1.155860424041748,-42.63841378688812,0.0,1.0899015665054321,0.06595885753631592,0.0,39.23917208611965
16,-0.29126477241516113,-42.929678559303284,0.0,0.29126477241516113,0.0,0.0,39.23917208611965
17,-0.6364187002182007,-43.566097259521484,0.1799376904964447,0.3064201772212982,0.15006080269813538,0.6364186704158783,39.87559075653553
18,-1.3913612365722656,-44.95745849609375,0.4625154137611389,0.16118374466896057,0.7676620483398438,1.3913612067699432,41.26695196330547
19,-2.449221134185791,-47.40667963027954,1.0769085884094238,0.3912005126476288,0.9811120629310608,2.4492211639881134,43.71617312729359
20,-2.3802783489227295,-49.78695797920227,0.5288646817207336,0.780853271484375,1.0705604553222656,2.3802784085273743,46.09645153582096
21,-3.286937713623047,-53.07389569282532,0.9365671873092651,0.3876185119152069,1.962751865386963,3.286937564611435,49.383389100432396
22,-2.5829672813415527,-55.65686297416687,0.4215100109577179,0.19325745105743408,1.9681999683380127,2.5829674303531647,51.96635653078556
