time_step,reward,all_rewards,grid_import_Building_1_kwh,grid_import_Building_2_kwh,grid_import_Building_3_kwh,grid_import_kwh,cumulative_grid_import_kwh
0,-4.285096645355225,-4.285096645355225,2.033644199371338,0.5619984865188599,1.689454197883606,4.285096883773804,4.285096883773804
1,-2.8952441215515137,-7.180340766906738,0.8462807536125183,0.18591776490211487,0.47319296002388,1.5053914785385132,5.790488362312317
2,-1.4302563667297363,-8.610597133636475,0.7249863147735596,0.18461598455905914,0.4455188810825348,1.3551211804151535,7.14560954272747
3,-1.3070952892303467,-9.917692422866821,0.6327978372573853,0.1873515099287033,0.433448851108551,1.2535981982946396,8.39920774102211
4,-1.265671968460083,-11.183364391326904,0.6071555614471436,0.20223666727542877,0.4351603388786316,1.244552567601204,9.643760308623314
5,-1.9746944904327393,-13.158058881759644,1.00062894821167,0.23087537288665771,0.49980950355529785,1.7313138246536255,11.37507413327694
6,-3.4677228927612305,-16.625781774520874,1.607621669769287,0.24817126989364624,1.033126950263977,2.8889198899269104,14.26399402320385
7,-2.4232540130615234,-19.049035787582397,0.5342340469360352,0.3452141582965851,0.8840543627738953,1.7635025680065155,16.027496591210365
8,-13.779638290405273,-32.82867407798767,4.653266429901123,2.933849573135376,2.187143325805664,9.774259328842163,25.80175592005253
9,-6.530452728271484,-39.359126806259155,0.48263463377952576,0.6722479462623596,2.1317636966705322,3.2866462767124176,29.088402196764946
10,-2.602308988571167,-41.96143579483032,0.0,0.6334824562072754,1.284489393234253,1.5610186755657196,30.649420872330666
11,-4.538887023925781,-46.5003228187561,1.8172708749771118,0.6685148477554321,0.969410240650177,3.455195963382721,34.10461683571339
12,-3.013115406036377,-49.51343822479248,0.26597872376441956,0.9704316258430481,0.7307910919189453,1.967201441526413,36.0718182772398
13,-4.771121978759766,-54.284560203552246,0.7617638111114502,0.8456850647926331,2.1458687782287598,3.753317654132843,39.82513593137264
14,-1.8766587972640991,-56.161219000816345,0.0,0.0,0.0,0.0,39.82513593137264
15,-13.92083740234375,-70.0820564031601,3.3655996322631836,4.297515869140625,1.6174429655075073,9.280558466911316,49.10569439828396
16,-5.333858966827393,-75.41591536998749,0.0,0.4465761184692383,0.9405831098556519,0.0,49.10569439828396
17,-0.6935796141624451,-76.10949498414993,0.0,0.0,0.0,0.0,49.10569439828396
18,-2.458916187286377,-78.56841117143631,0.4519270062446594,1.1873503923416138,0.0,1.0569859147071838,50.16268031299114
19,-2.452434539794922,-81.02084571123123,1.0769085884094238,0.0,0.3129066228866577,0.7056231498718262,50.86830346286297
20,-2.252273917198181,-83.27311962842941,0.5288646817207336,0.0,1.0705604553222656,0.48962122201919556,51.357924684882164
