time_step,reward,all_rewards,grid_import_Building_1_kwh,export_Building_1_kwh,grid_import_Building_2_kwh,export_Building_2_kwh,grid_import_Building_3_kwh,export_Building_3_kwh,grid_import_kwh,export_kwh,cumulative_grid_import_kwh,cumulative_export_kwh
0,-5.831809481909816,-5.831809481909816,2.033644199371338,0.0,0.5619984865188599,0.0,1.689454197883606,0.0,4.285096883773804,0.0,4.285096883773804,0.0
1,-3.061070001288548,-8.892879483198364,0.8462807536125183,0.0,0.18591776490211487,0.0,0.47319296002388,0.0,1.5053914785385132,0.0,5.790488362312317,0.0
2,-3.138886073625395,-12.031765556823759,0.7249863147735596,0.0,0.18461598455905914,0.0,0.4455188810825348,0.0,1.3551211804151535,0.0,7.14560954272747,0.0
3,-3.947368865587181,-15.97913442241094,0.6327978372573853,0.0,0.1873515099287033,0.0,0.433448851108551,0.0,1.2535981982946396,0.0,8.39920774102211,0.0
4,-4.064777374267578,-20.04391179667852,0.6071555614471436,0.0,0.20223666727542877,0.0,0.4351603388786316,0.0,1.244552567601204,0.0,9.643760308623314,0.0
5,-5.038434028625488,-25.082345825304007,1.00062894821167,0.0,0.23087537288665771,0.0,0.49980950355529785,0.0,1.7313138246536255,0.0,11.37507413327694,0.0
6,-7.3537797927856445,-32.43612561808965,1.607621669769287,0.0,0.24817126989364624,0.0,1.033126950263977,0.0,2.8889198899269104,0.0,14.26399402320385,0.0
7,-5.103078365325928,-37.539203983415575,0.5342340469360352,0.0,0.3452141582965851,0.0,0.8840543627738953,0.0,1.7635025680065155,0.0,16.027496591210365,0.0
8,-21.124725341796875,-58.66392932521245,4.653266429901123,0.0,2.933849573135376,0.0,2.187143325805664,0.0,9.774259328842163,0.0,25.80175592005253,0.0
9,-8.149633407592773,-66.81356273280522,0.48263463377952576,0.0,0.6722479462623596,0.0,2.1317636966705322,0.0,3.2866462767124176,0.0,29.088402196764946,0.0
10,-5.412416458129883,-72.2259791909351,0.0,0.3569531738758087,0.6334824562072754,0.0,1.284489393234253,0.0,1.5610186755657196,0.0,30.649420872330666,0.0
