time_step,reward,cumulative_reward,grid_import_Building_1_kwh,grid_import_Building_2_kwh,grid_import_Building_3_kwh,grid_import_kwh,cumulative_grid_import_kwh
0,-14.094051433829055,-14.094051433829055,2.033644199371338,0.5619984865188599,1.689454197883606,4.285096883773804,4.285096883773804
1,-4.824241160684581,-18.918292594513638,0.8462807536125183,0.18591776490211487,0.47319296002388,1.5053914785385132,5.790488362312317
2,-4.526203999226125,-23.444496593739764,0.7249863147735596,0.18461598455905914,0.4455188810825348,1.3551211804151535,7.14560954272747
3,-4.526208353901632,-27.970704947641394,0.6327978372573853,0.1873515099287033,0.433448851108551,1.2535981982946396,8.39920774102211
4,-4.459650336018656,-32.43035528366005,0.6071555614471436,0.20223666727542877,0.4351603388786316,1.244552567601204,9.643760308623314
5,-6.376067787892083,-38.80642307155213,1.00062894821167,0.23087537288665771,0.49980950355529785,1.7313138246536255,11.37507413327694
6,-10.130255503965408,-48.93667857551754,1.607621669769287,0.24817126989364624,1.033126950263977,2.8889198899269104,14.26399402320385
7,-6.455065526163274,-55.391744101680814,0.5342340469360352,0.3452141582965851,0.8840543627738953,1.7635025680065155,16.027496591210365
8,-35.97766214186877,-91.36940624354958,4.653266429901123,2.933849573135376,2.187143325805664,9.774259328842163,25.80175592005253
9,-12.280769183307303,-103.65017542685688,0.48263463377952576,0.6722479462623596,2.1317636966705322,3.2866462767124176,29.088402196764946
10,-7.254947640507552,-110.90512306736443,0.0,0.6334824562072754,1.284489393234253,1.5610186755657196,30.649420872330666
11,-9.097377149264947,-120.00250021662937,1.8172708749771118,0.6685148477554321,0.969410240650177,3.455195963382721,34.10461683571339
12,-7.33986557300888,-127.34236578963825,0.26597872376441956,0.9704316258430481,0.7307910919189453,1.967201441526413,36.0718182772398
13,-4.9407958346137715,-132.28316162425202,0.7617638111114502,0.8456850647926331,0.7570178508758545,2.3644667267799377,38.43628500401974
14,-3.6878334406969584,-135.97099506494897,1.1042695045471191,0.9623680114746094,0.6150459051132202,2.6816834211349487,41.117968425154686
15,-20.430879756211745,-156.4018748211607,2.219130277633667,2.2224984169006348,1.4548097848892212,5.896438479423523,47.01440690457821
16,-11.215463576302387,-167.6173383974631,1.8851795196533203,1.4175413846969604,1.156752347946167,4.459473252296448,51.47388015687466
17,-16.37716609670339,-183.9945044941665,2.2347474098205566,1.4326821565628052,1.5389117002487183,5.20634126663208,56.68022142350674
18,-15.552776131828834,-199.54728062599534,2.5173251628875732,1.2874456644058228,2.156512975692749,5.961283802986145,62.64150522649288
19,-21.413040775328362,-220.9603214013237,3.131718397140503,1.5174624919891357,2.3699629306793213,7.01914381980896,69.66064904630184
20,-20.57093108974929,-241.531252491073,2.583674430847168,1.9071152210235596,2.459411382675171,6.950201034545898,76.61085008084774
21,-25.24516424526646,-266.77641673633946,2.991377115249634,1.5138804912567139,3.351602792739868,7.856860399246216,84.46771048009396
