time_step,reward,all_rewards,grid_import_Building_1_kwh,export_Building_1_kwh,grid_import_Building_2_kwh,export_Building_2_kwh,grid_import_Building_3_kwh,export_Building_3_kwh,grid_import_kwh,export_kwh,cumulative_grid_import_kwh,cumulative_export_kwh
0,-0.18823955738742626,-0.18823955738742626,8.43380355834961,0.0,6.962158203125,0.0,4.7914719581604,0.0,20.18743371963501,0.0,20.18743371963501,0.0
1,0.22264880542562793,0.03440924803820167,0.9996533989906311,0.0,0.34114891290664673,0.0,1.6306735277175903,0.0,2.971475839614868,0.0,23.158909559249878,0.0
2,-0.1278684373901613,-0.09345918935195963,0.7332668304443359,0.0,0.19275443255901337,0.0,0.4863971471786499,0.0,1.4124184101819992,0.0,24.571327969431877,0.0
3,-0.1392351017516824,-0.23269429110364204,0.6337104439735413,0.0,0.18825533986091614,0.0,0.4410325884819031,0.0,1.2629983723163605,0.0,25.834326341748238,0.0
4,-0.13989360846256504,-0.3725878995662071,0.6076121926307678,0.0,0.20269255340099335,0.0,0.44086283445358276,0.0,1.251167580485344,0.0,27.08549392223358,0.0
5,-0.13993188433400094,-0.512519783900208,1.0010571479797363,0.0,0.2313036024570465,0.0,0.5054057836532593,0.0,1.7377665340900421,0.0,28.823260456323624,0.0
6,-0.13993396482221465,-0.6524537487224227,1.6080482006072998,0.0,0.24859783053398132,0.0,1.038717269897461,0.0,2.895363301038742,0.0,31.718623757362366,0.0
7,-0.13993417565099664,-0.7923879243734193,0.5346603393554688,0.0,0.34564048051834106,0.0,0.889644205570221,0.0,1.7699450254440308,0.0,33.4885687828064,0.0
8,-0.3138589901429341,-1.1062469145163534,3.753683090209961,0.0,2.9342758655548096,0.0,2.1290929317474365,0.0,8.817051887512207,0.0,42.3056206703186,0.0
9,-0.42812078878143744,-1.5343677032977907,0.0,0.04034353792667389,0.672674298286438,0.0,2.2040529251098633,0.0,2.8363836854696274,0.0,45.14200435578823,0.0
10,-0.10247320599405896,-1.6368409092918497,0.6619678139686584,0.0,0.633908748626709,0.0,1.2936736345291138,0.0,2.589550197124481,0.0,47.73155455291271,0.0
11,-0.16341055212768207,-1.8002514614195317,2.3785483837127686,0.0,0.6689411997795105,0.0,0.9752033352851868,0.0,4.022692918777466,0.0,51.75424747169018,0.0
12,-0.1292565552683731,-1.9295080166879048,0.0,0.6981332302093506,0.9708579182624817,0.0,0.7363923192024231,0.0,1.0091170072555542,0.0,52.76336447894573,0.0
13,0.5297987297627728,-1.3997092869251322,0.0,3.3112716674804688,1.9466530084609985,0.0,0.0,1.0462485551834106,0.0,2.410867214202881,52.76336447894573,2.410867214202881
14,0.2710063481964877,-1.1287029387286445,0.0,0.9898314476013184,2.0834524631500244,0.0,0.0,1.9241580963134766,0.0,0.8305370807647705,52.76336447894573,3.2414042949676514
15,0.6189369581458379,-0.5097659805828065,3.364619016647339,0.0,1.0974317789077759,0.0,4.3631978034973145,0.0,8.82524859905243,0.0,61.58861307799816,3.2414042949676514
16,-0.2097943524342864,-0.719560333017093,0.0,0.016245488077402115,0.4428867697715759,0.0,2.687730550765991,0.0,3.114371832460165,0.0,64.70298491045833,3.2414042949676514
17,-0.2786952549150108,-0.9982555879321038,0.18821801245212555,0.0,0.3103484511375427,0.0,2.9368515014648438,0.0,3.435417965054512,0.0,68.13840287551284,3.2414042949676514
18,-0.14016101046880297,-1.1384165984009067,0.6979277729988098,0.0,0.0,0.3371383845806122,0.8192660808563232,0.0,1.1800554692745209,0.0,69.31845834478736,3.2414042949676514
19,-0.025877818624352678,-1.1642944170252594,2.952526092529297,0.0,0.9363230466842651,0.0,3.3868303298950195,0.0,7.2756794691085815,0.0,76.59413781389594,3.2414042949676514
20,-0.1371751354600721,-1.3014695524853315,4.480762481689453,0.0,0.7947269082069397,0.0,1.0766963958740234,0.0,6.352185785770416,0.0,82.94632359966636,3.2414042949676514
21,-0.13976536616541813,-1.4412349186507496,4.0431413650512695,0.0,0.3888791799545288,0.0,1.9760149717330933,0.0,6.408035516738892,0.0,89.35435911640525,3.2414042949676514
22,-0.13886963231603833,-1.580104550966788,0.6348626017570496,0.0,0.1937437802553177,0.0,2.125319004058838,0.0,2.953925386071205,0.0,92.30828450247645,3.2414042949676514
23,-0.13887950430914664,-1.7189840552759346,0.4833965003490448,0.0,0.1894425004720688,0.0,2.664231777191162,0.0,3.3370707780122757,0.0,95.64535528048873,3.2414042949676514
24,-0.13922795929426163,-1.8582120145701961,0.4155346751213074,0.0,0.0,0.4023294150829315,0.5319644808769226,0.0,0.5451697409152985,0.0,96.19052502140403,3.2414042949676514
25,-0.07301578121962254,-1.9312277957898187,0.0,0.35814669728279114,0.808563232421875,0.0,0.42547327280044556,0.0,0.8758898079395294,0.0,97.06641482934356,3.2414042949676514
26,0.06472178233673898,-1.8665060134530798,5.326167106628418,0.0,0.19230298697948456,0.0,0.44047850370407104,0.0,5.958948597311974,0.0,103.02536342665553,3.2414042949676514
27,-0.1273018136523545,-1.9938078271054342,4.504831314086914,0.0,0.18921589851379395,0.0,1.193770170211792,0.0,5.8878173828125,0.0,108.91318080946803,3.2414042949676514
28,-0.13818928443619077,-2.131997111541625,5.466805458068848,0.0,0.20275220274925232,0.0,0.44076576828956604,0.0,6.110323429107666,0.0,115.0235042385757,3.2414042949676514
29,-0.13883785690093875,-2.2708349684425637,5.455539703369141,0.0,0.23130793869495392,0.0,0.5054146647453308,0.0,6.192262306809425,0.0,121.21576654538512,3.2414042949676514
30,-0.13887804386181202,-2.4097130123043757,1.423121690750122,0.0,0.24370092153549194,0.0,0.4645630121231079,0.0,2.131385624408722,0.0,123.34715216979384,3.2414042949676514
31,-0.13888050040765254,-2.5485935127120283,0.07839813083410263,0.0,0.19282953441143036,0.0,0.49747809767723083,0.0,0.7687057629227638,0.0,124.11585793271661,3.2414042949676514
32,0.029316237405923484,-2.519277275306105,0.0,1.2629870176315308,3.396212339401245,0.0,0.4957258403301239,0.0,2.6289511620998383,0.0,126.74480909481645,3.2414042949676514
33,0.12565319654148577,-2.393624078764619,0.0,2.5317437648773193,1.9456199407577515,0.0,0.2536841332912445,0.0,0.0,0.33243969082832336,126.74480909481645,3.5738439857959747
34,-0.21496400703094032,-2.6085880857955592,0.021382220089435577,0.0,0.38228118419647217,0.0,0.0,0.43267184495925903,0.0,0.029008440673351288,126.74480909481645,3.602852426469326
35,0.20026916734600198,-2.4083189184495573,1.7956359386444092,0.0,0.2238471806049347,0.0,0.0,1.050961971282959,0.9685211479663849,0.0,127.71333024278283,3.602852426469326
36,0.3302012449859492,-2.078117673463608,6.596945285797119,0.0,0.0,0.04533744230866432,0.0,0.6676201820373535,5.883987661451101,0.0,133.59731790423393,3.602852426469326
37,0.30884537489768005,-1.7692722985659282,1.8335314989089966,0.0,0.0,0.16923002898693085,0.9210764169692993,0.0,2.585377886891365,0.0,136.1826957911253,3.602852426469326
38,0.03454404853654975,-1.7347282500293784,0.0,0.5093085169792175,0.0,0.05928201600909233,0.03815453127026558,0.0,0.0,0.5304360017180443,136.1826957911253,4.13328842818737
39,0.16859138174001784,-1.5661368682893606,0.0,1.5575520992279053,0.7727197408676147,0.0,0.0,0.23631323873996735,0.0,1.0211455971002579,136.1826957911253,5.154434025287628
40,-0.09692241985965189,-1.6630592881490125,0.0,1.650875210762024,0.19381283223628998,0.0,0.49395808577537537,0.0,0.0,0.9631042927503586,136.1826957911253,6.117538318037987
41,-0.18433286885887057,-1.847392157007883,0.0,0.2258080542087555,1.4148848056793213,0.0,0.37221193313598633,0.0,1.5612886846065521,0.0,137.74398447573185,6.117538318037987
42,0.5306715504549184,-1.3167206065529646,4.311969757080078,0.0,0.2915896773338318,0.0,1.0802212953567505,0.0,5.68378072977066,0.0,143.4277652055025,6.117538318037987
43,-0.10701016061366886,-1.4237307671666335,0.9693947434425354,0.0,1.9665980339050293,0.0,2.4814281463623047,0.0,5.417420923709869,0.0,148.84518612921238,6.117538318037987
44,-0.1372676935867756,-1.560998460753409,2.3013064861297607,0.0,0.3455426096916199,0.0,1.5507742166519165,0.0,4.197623312473297,0.0,153.04280944168568,6.117538318037987
45,-0.13878305324546503,-1.6997815139988741,0.8436504602432251,0.0,0.2837223708629608,0.0,3.4662439823150635,0.0,4.593616813421249,0.0,157.63642625510693,6.117538318037987
46,-0.14948949257643385,-1.849271006575308,0.544212281703949,0.0,0.15260444581508636,0.0,0.9904771447181702,0.0,1.6872938722372055,0.0,159.32372012734413,6.117538318037987
47,-0.12582534992248284,-1.9750963564977908,0.3754556179046631,0.0,0.46664655208587646,0.0,0.7065141201019287,0.0,1.5486162900924683,0.0,160.8723364174366,6.117538318037987
48,-0.13807474151531052,-2.113171098013101,1.8337962627410889,0.0,0.19169411063194275,0.0,0.4327223598957062,0.0,2.458212733268738,0.0,163.33054915070534,6.117538318037987
49,-0.13883306041940063,-2.2520041584325017,0.7637758255004883,0.0,0.18665696680545807,0.0,0.47980988025665283,0.0,1.4302426725625992,0.0,164.76079182326794,6.117538318037987
50,-0.13888000429664782,-2.3908841627291495,3.961148500442505,0.0,0.18539921939373016,0.0,0.42279669642448425,0.0,4.569344416260719,0.0,169.33013623952866,6.117538318037987
51,-0.13888293520724782,-2.5297670979363973,0.43795546889305115,0.0,0.3381340503692627,0.0,0.4247071146965027,0.0,1.2007966339588165,0.0,170.53093287348747,6.117538318037987
52,-0.15913846588773456,-2.688905563824132,3.1714720726013184,0.0,0.0,0.19904223084449768,0.44080212712287903,0.0,3.4132319688796997,0.0,173.94416484236717,6.117538318037987
53,-0.04626807258364618,-2.735173636407778,4.409613609313965,0.0,0.6626322865486145,0.0,0.5063104629516602,0.0,5.5785563588142395,0.0,179.5227212011814,6.117538318037987
54,-0.13662571353911268,-2.871799349946891,3.3882055282592773,0.0,0.2503867447376251,0.0,0.45999258756637573,0.0,4.098584860563278,0.0,183.6213060617447,6.117538318037987
55,-0.13874349239323536,-3.010542842340126,0.8971443176269531,0.0,0.2997755706310272,0.0,0.5208215713500977,0.0,1.717741459608078,0.0,185.33904752135277,6.117538318037987
56,-0.1388745370629616,-3.1494173794030877,0.7958773970603943,0.0,0.20527899265289307,0.0,0.8846855163574219,0.0,1.8858419060707092,0.0,187.22488942742348,6.117538318037987
57,0.0016945369868917592,-3.147722842416196,0.0,0.5399134755134583,0.22893112897872925,0.0,0.43724125623703003,0.0,0.12625890970230103,0.0,187.35114833712578,6.117538318037987
58,0.1448017200839079,-3.002921122332288,0.0,0.8441361784934998,0.0,0.8818802833557129,0.8019012808799744,0.0,0.0,0.9241151809692383,187.35114833712578,7.041653499007225
59,0.5191907690006033,-2.483730353331685,0.0,1.945720911026001,2.26664400100708,0.0,0.0,0.7369065880775452,0.0,0.41598349809646606,187.35114833712578,7.457636997103691
60,0.361095314894868,-2.1226350384368167,0.0,3.186344861984253,0.4018147885799408,0.0,0.0,0.8955569267272949,0.0,3.680087000131607,187.35114833712578,11.137723997235298
61,0.8853115608862567,-1.23732347755056,2.362661838531494,0.0,0.0,0.17974846065044403,8.265642166137695,0.0,10.448555544018745,0.0,197.79970388114452,11.137723997235298
62,0.08823057353332088,-1.149092904017239,0.0,0.5331770777702332,0.0,0.1672026515007019,0.0,0.006869136821478605,0.0,0.7072488660924137,197.79970388114452,11.844972863327712
63,-0.13367151985516573,-1.2827644238724047,1.5748802423477173,0.0,0.0,0.011379463598132133,0.5332953929901123,0.0,2.0967961717396975,0.0,199.89650005288422,11.844972863327712
64,-0.1387491761729196,-1.4215136000453243,1.0242475271224976,0.0,0.017069298774003983,0.0,1.2275605201721191,0.0,2.2688773460686207,0.0,202.16537739895284,11.844972863327712
65,-0.13887664612320005,-1.5603902461685244,3.3165202140808105,0.0,0.22249150276184082,0.0,0.6883083581924438,0.0,4.227320075035095,0.0,206.39269747398794,11.844972863327712
66,-0.13888432510644533,-1.6992745712749697,5.096757411956787,0.0,2.5574898719787598,0.0,4.748758316040039,0.0,12.403005599975586,0.0,218.79570307396352,11.844972863327712
67,-0.1388848521784003,-1.83815942345337,4.934030055999756,0.0,2.5499181747436523,0.0,4.096867561340332,0.0,11.58081579208374,0.0,230.37651886604726,11.844972863327712
68,-0.1388848521784003,-1.9770442756317703,3.102738857269287,0.0,2.5797200202941895,0.0,3.9441733360290527,0.0,9.62663221359253,0.0,240.0031510796398,11.844972863327712
69,-0.13888489201784676,-2.1159291676496172,0.7948685884475708,0.0,2.331362009048462,0.0,3.9730429649353027,0.0,7.0992735624313354,0.0,247.10242464207113,11.844972863327712
70,-0.13888485907584958,-2.254814026725467,0.483262836933136,0.0,2.321983575820923,0.0,3.15350341796875,0.0,5.958749830722809,0.0,253.06117447279394,11.844972863327712
71,-0.13888485907584958,-2.3936988858013164,0.897392988204956,0.0,2.423694372177124,0.0,3.209134817123413,0.0,6.530222177505493,0.0,259.59139665029943,11.844972863327712
72,-0.13888485907584958,-2.532583744877166,0.36285799741744995,0.0,2.4316790103912354,0.0,3.2020370960235596,0.0,5.996574103832245,0.0,265.5879707541317,11.844972863327712
73,-0.13994102130401664,-2.6725247661811826,0.3549433648586273,0.0,2.3932108879089355,0.0,3.1698203086853027,0.0,5.917974561452866,0.0,271.50594531558454,11.844972863327712
74,-0.13994102130401664,-2.8124657874851993,0.3518997132778168,0.0,1.6328535079956055,0.0,3.130540609359741,0.0,5.1152938306331635,0.0,276.6212391462177,11.844972863327712
