time_step,occupant_count,weather_predicted_1,weather_predicted_2,weather_predicted_3,action_value,reward,net_consumption_kwh,grid_import_kwh,cumulative_reward,cumulative_grid_import_kwh
0,24.9106388092041,38.415958404541016,27.61146354675293,3.0,0.625,-5.0835114732876265,2.033644199371338,2.033644199371338,-5.0835114732876265,2.033644199371338
1,27.076562881469727,38.31935119628906,23.515499114990234,3.0,0.0,-2.0611406573487785,0.8462807536125183,0.8462807536125183,-7.1446521306364055,2.879924952983856
2,29.35183334350586,39.150482177734375,23.659442901611328,3.0,0.0,-1.8403457266773935,0.7249863147735596,0.7249863147735596,-8.984997857313799,3.6049112677574158
3,31.032974243164062,40.93478775024414,26.686002731323242,3.0,0.0,-1.73642002373698,0.6327978372573853,0.6327978372573853,-10.721417881050778,4.237709105014801
4,33.81446838378906,39.71784210205078,24.467758178710938,3.0,0.0,-1.653488299193077,0.6071555614471436,0.6071555614471436,-12.374906180243855,4.844864666461945
5,36.44267272949219,38.72199630737305,25.222326278686523,3.0,0.0,-2.800681965253034,1.00062894821167,1.00062894821167,-15.175588145496889,5.8454936146736145
6,36.919559478759766,34.716495513916016,24.522085189819336,2.0,0.0,-3.60785219651159,1.607621669769287,1.607621669769287,-18.78344034200848,7.453115284442902
7,38.97854232788086,33.50566864013672,27.364582061767578,2.0,0.0,-1.2515150991666206,0.5342340469360352,0.5342340469360352,-20.0349554411751,7.987349331378937
8,39.55098342895508,29.97665786743164,30.81295394897461,2.0,0.0,-10.96192855965901,4.653266429901123,4.653266429901123,-30.996884000834108,12.64061576128006
9,39.498924255371094,28.91843032836914,33.26021957397461,1.0,0.0,-0.9377658884769744,0.48263463377952576,0.48263463377952576,-31.934649889311082,13.123250395059586
10,40.08525466918945,27.6765079498291,35.02097702026367,1.0,0.375,0.0,-0.3569531738758087,0.0,-31.934649889311082,13.123250395059586
11,37.527286529541016,26.089805603027344,36.69120788574219,1.0,0.375,-3.477068711002812,1.8172708749771118,1.8172708749771118,-35.4117186003139,14.940521270036697
12,36.916812896728516,25.903390884399414,38.726688385009766,1.0,0.375,-0.5160472864948759,0.26597872376441956,0.26597872376441956,-35.92776588680877,15.206499993801117
13,32.41205596923828,25.724096298217773,38.56336212158203,0.0,0.125,0.0,-0.7793435454368591,0.0,-35.92776588680877,15.206499993801117
14,30.835533142089844,25.264219284057617,38.4118537902832,0.0,0.125,0.0,-0.4368378818035126,0.0,-35.92776588680877,15.206499993801117
15,30.552141189575195,25.186548233032227,39.42017364501953,1.0,0.25,-2.1472215698457524,1.191725492477417,1.191725492477417,-38.074987456654526,16.398225486278534
16,28.479679107666016,24.059202194213867,40.33298110961914,0.0,0.875,-4.618169772891451,3.4262866973876953,3.4262866973876953,-42.693157229545974,19.82451218366623
17,26.891977310180664,23.315088272094727,37.28779220581055,2.0,0.375,-3.4648014219588124,1.7210450172424316,1.7210450172424316,-46.157958651504785,21.54555720090866
18,24.893062591552734,24.26433563232422,34.77935791015625,3.0,0.0,-1.0536089319946276,0.4625154137611389,0.4625154137611389,-47.21156758349941,22.0080726146698
19,26.027912139892578,27.67641830444336,31.51157569885254,3.0,0.0,-2.496816599089743,1.0769085884094238,1.0769085884094238,-49.70838418258915,23.084981203079224
20,23.88933753967285,28.889352798461914,30.255563735961914,2.0,0.625,-5.867196059690953,3.097376823425293,3.097376823425293,-55.575580242280104,26.182358026504517
21,24.212108612060547,32.685760498046875,32.217403411865234,2.0,0.5,-6.151489638892477,2.991377115249634,2.991377115249634,-61.72706988117258,29.17373514175415
22,23.86545181274414,33.53693771362305,28.455322265625,2.0,1.0,-8.924236959951305,4.531129837036133,4.531129837036133,-70.65130684112388,33.70486497879028
23,25.31902313232422,35.41936492919922,27.42836570739746,2.0,0.125,-1.7666244837952831,0.8697812557220459,0.8697812557220459,-72.41793132491917,34.57464623451233
24,24.826820373535156,38.48764419555664,26.9305419921875,2.0,0.25,-2.882787139257971,1.3816155195236206,1.3816155195236206,-75.30071846417714,35.95626175403595
25,28.00714111328125,40.087215423583984,26.822914123535156,2.0,0.0,-0.7799506033362794,0.3527388870716095,0.3527388870716095,-76.08066906751341,36.30900064110756
26,28.57555389404297,39.17287063598633,26.50530433654785,2.0,0.0,-0.7708536664134613,0.3514370918273926,0.3514370918273926,-76.85152273392687,36.66043773293495
27,31.37348747253418,41.76142501831055,25.137737274169922,2.0,0.5,-5.532695906520037,2.404888391494751,2.404888391494751,-82.3842186404469,39.0653261244297
28,34.88600158691406,38.33061981201172,23.993776321411133,3.0,0.125,-5.041549781764191,1.8683967590332031,1.8683967590332031,-87.42576842221109,40.933722883462906
29,36.86639404296875,39.303749084472656,26.7748966217041,3.0,0.0,-3.9335547882254867,1.3658525943756104,1.3658525943756104,-91.35932321043659,42.299575477838516
30,38.79588317871094,35.60645294189453,26.333538055419922,3.0,0.0,-3.737669239952584,1.3301458358764648,1.3301458358764648,-95.09699245038917,43.62972131371498
31,39.334327697753906,31.81372833251953,26.191482543945312,3.0,0.875,-9.92838033629426,3.67388653755188,3.67388653755188,-105.02537278668342,47.30360785126686
32,40.44803237915039,32.68168258666992,28.218564987182617,2.0,0.0,0.0,-0.36149874329566956,0.0,-105.02537278668342,47.30360785126686
33,40.09043502807617,31.40363883972168,31.02239227294922,2.0,0.125,-0.19760958463825914,0.0818675234913826,0.0818675234913826,-105.22298237132168,47.385475374758244
34,39.0451774597168,28.666231155395508,30.647628784179688,2.0,0.0,-0.14428713764862405,0.06265433132648468,0.06265433132648468,-105.3672695089703,47.44812970608473
35,37.700897216796875,28.19200897216797,34.188201904296875,2.0,0.625,-6.79041352232992,2.890977621078491,2.890977621078491,-112.15768303130021,50.33910732716322
36,36.22551345825195,27.482831954956055,29.897132873535156,2.0,0.0,-10.43977825197876,4.797369956970215,4.797369956970215,-122.59746128327897,55.136477284133434
37,31.754718780517578,25.527334213256836,30.430633544921875,3.0,0.0,-4.20086382350919,1.7521350383758545,1.7521350383758545,-126.79832510678817,56.88861232250929
38,31.456697463989258,25.747562408447266,33.167755126953125,2.0,0.375,-2.145750216119268,1.0267138481140137,1.0267138481140137,-128.94407532290745,57.9153261706233
39,30.16349220275879,25.19240379333496,32.78379821777344,1.0,0.375,-1.461679809988982,0.8860312104225159,0.8860312104225159,-130.40575513289645,58.80135738104582
40,29.508760452270508,25.032678604125977,29.296117782592773,1.0,0.0,-0.696907318456789,0.447745680809021,0.447745680809021,-131.10266245135324,59.24910306185484
41,28.510482788085938,25.21206283569336,30.36683464050293,1.0,0.0,0.0,-0.14580199122428894,0.0,-131.10266245135324,59.24910306185484
42,27.478328704833984,26.46356201171875,28.79623794555664,2.0,0.25,-4.030210090880791,2.136512279510498,2.136512279510498,-135.13287254223403,61.38561534136534
43,26.319719314575195,27.457319259643555,26.47549057006836,3.0,0.0,-1.6390352263364092,0.7583456039428711,0.7583456039428711,-136.77190776857043,62.14396094530821
44,26.500879287719727,29.38753318786621,25.490455627441406,3.0,0.125,-6.161570277489955,2.8045411109924316,2.8045411109924316,-142.93347804606037,64.94850205630064
45,24.340866088867188,29.288177490234375,24.323116302490234,3.0,0.0,-1.326876532432607,0.6353296637535095,0.6353296637535095,-144.26035457849298,65.58383172005415
46,25.656776428222656,32.226802825927734,24.608051300048828,3.0,0.0,-1.2133138141730646,0.5435421466827393,0.5435421466827393,-145.47366839266604,66.12737386673689
47,24.162153244018555,31.605932235717773,26.663084030151367,3.0,0.25,-3.1277795475007903,1.4023902416229248,1.4023902416229248,-148.60144794016682,67.52976410835981
48,24.533361434936523,31.768985748291016,26.551668167114258,2.0,0.625,-5.5223109325987325,2.922722816467285,2.922722816467285,-154.12375887276556,70.4524869248271
49,25.998504638671875,32.67228698730469,24.62835693359375,2.0,0.75,-6.530913957553761,3.4349536895751953,3.4349536895751953,-160.65467283031933,73.8874406144023
50,27.50897979736328,30.415346145629883,25.495861053466797,2.0,0.125,-1.6476914987725082,0.8651395440101624,0.8651395440101624,-162.30236432909183,74.75258015841246
51,31.186534881591797,30.568992614746094,25.32501792907715,2.0,0.0,-0.6704313562298997,0.3348560631275177,0.3348560631275177,-162.97279568532173,75.08743622153997
52,33.02885437011719,31.698322296142578,22.673919677734375,3.0,0.0,-0.8323693878066932,0.34860697388648987,0.34860697388648987,-163.80516507312842,75.43604319542646
53,31.298826217651367,29.21026611328125,25.28813934326172,3.0,0.125,-2.0155387453258187,0.8624793291091919,0.8624793291091919,-165.82070381845423,76.29852252453566
54,31.442840576171875,27.416725158691406,22.024389266967773,3.0,0.875,-8.503898405503499,3.898500680923462,3.898500680923462,-174.32460222395773,80.19702320545912
55,31.616512298583984,25.733945846557617,24.24337387084961,3.0,1.0,-10.202179790008662,4.629348278045654,4.629348278045654,-184.5267820139664,84.82637148350477
56,31.77128791809082,27.34591293334961,26.613784790039062,3.0,1.0,-11.450853140702414,4.90439510345459,4.90439510345459,-195.9776351546688,89.73076658695936
57,32.21741485595703,26.17450714111328,27.51603126525879,3.0,0.0,0.0,-0.5403615236282349,0.0,-195.9776351546688,89.73076658695936
58,31.85741424560547,24.563228607177734,27.660181045532227,3.0,0.0,0.0,-0.8445625305175781,0.0,-195.9776351546688,89.73076658695936
59,30.916011810302734,24.32691192626953,30.527101516723633,2.0,0.125,0.0,-0.5303324460983276,0.0,-195.9776351546688,89.73076658695936
60,29.429338455200195,23.794841766357422,30.871402740478516,2.0,0.25,0.0,-0.05928888916969299,0.0,-195.9776351546688,89.73076658695936
61,27.617210388183594,25.21373748779297,28.603862762451172,2.0,0.25,-0.486865489180578,0.262943834066391,0.262943834066391,-196.4645006438494,89.99371042102575
62,26.422304153442383,23.925342559814453,27.71474266052246,2.0,0.625,-3.3217334107785064,1.8855661153793335,1.8855661153793335,-199.7862340546279,91.87927653640509
63,25.946805953979492,24.122074127197266,31.42890739440918,2.0,0.0,-2.8936464757998692,1.561369776725769,1.561369776725769,-202.67988053042777,93.44064631313086
64,25.125181198120117,23.619972229003906,27.688640594482422,2.0,0.625,-5.9609751701673295,3.4692442417144775,3.4692442417144775,-208.6408557005951,96.90989055484533
65,24.34014892578125,24.682165145874023,30.120346069335938,2.0,0.625,-4.85659709301787,2.7124691009521484,2.7124691009521484,-213.49745279361298,99.62235965579748
66,24.045238494873047,22.4926700592041,27.32826042175293,3.0,0.125,-2.939502363921292,1.5004385709762573,1.5004385709762573,-216.43695515753427,101.12279822677374
67,25.310598373413086,24.564870834350586,27.048219680786133,3.0,0.0,-1.7129122947486848,0.8331621885299683,0.8331621885299683,-218.14986745228296,101.95596041530371
